序号,MySQL中ID,链接,创建日期,最近更新,类型,状态,严重性,版本,操作系统,CPU架构,摘要
1370,102238,https://bugs.mysql.com/bug.php?id=102238,2021-01-12 20:35:00,2023-12-21 08:49:00,MySQL Server: InnoDB storage engine,Closed(642 days),S5,8.0.22,Any,Any,log_writer uses too much CPU on small servers
1371,102233,https://bugs.mysql.com/bug.php?id=102233,2021-01-12 11:34:00,2021-01-12 11:45:00,MySQL Server: JSON,Verified(1715 days),S3,"8.0, 8.0.22",Any,Any,JSON Path evaluation is not standard-compliant
1372,102226,https://bugs.mysql.com/bug.php?id=102226,2021-01-12 04:42:00,2021-01-12 08:57:00,MySQL for Windows: MySQL for Excel,Verified(1715 days),S1,1.3.8,Windows,x86,Input array is longer than the number of columns in this table.
1373,102224,https://bugs.mysql.com/bug.php?id=102224,2021-01-11 23:14:00,2021-01-18 13:05:00,MySQL Server: InnoDB storage engine,Verified(1712 days),S3,8.0,Any,Any,dtuple_get_nth_field is not const clean
1374,102220,https://bugs.mysql.com/bug.php?id=102220,2021-01-11 16:54:00,2022-05-11 15:15:00,Connector / Python,Closed(1231 days),S2,8.0.22,Any,Any,Error codes in mysql.connector.errorcode are not up to date.
1375,102205,https://bugs.mysql.com/bug.php?id=102205,2021-01-09 13:07:00,2021-01-10 07:47:00,MySQL Server: Stored Routines,Verified(1718 days),S2,5.7.26 /8.0.22,CentOS (CentOS Linux release 7.6.1810 (Core)),x86,"ERROR 2027 (HY000): Malformed packet, from exception in nested procedures"
1376,102191,https://bugs.mysql.com/bug.php?id=102191,2021-01-08 06:26:00,2021-06-02 09:47:00,MySQL Server: Replication,Closed(1574 days),S3,8.0.22,Any,Any,Parsing incorrectly extra row info of binlog
1377,102189,https://bugs.mysql.com/bug.php?id=102189,2021-01-07 21:42:00,2021-07-30 12:02:00,MySQL Server: C API (client library),Closed(1622 days),S2,8.0,Any,Any,SSL memory leak in the VIO struct on cleanup
1378,102188,https://bugs.mysql.com/bug.php?id=102188,2021-01-07 21:40:00,2021-03-05 21:15:00,Connector / J,Closed(1663 days),S2,8.0.22,Any,Any,AccessControlException with AuthenticationLdapSaslClientPlugin
1379,102181,https://bugs.mysql.com/bug.php?id=102181,2021-01-07 14:23:00,2021-01-12 11:12:00,MySQL Server: Optimizer,Verified(1715 days),S3,"5.7.30, 5.7.32",Any,Any,max_execution_time is not applicable in all query stages
1380,102175,https://bugs.mysql.com/bug.php?id=102175,2021-01-07 12:11:00,2025-05-13 01:43:00,MySQL Server: Replication,Closed(193 days),S2,8.0.22,Any,Any,log_status has wrong binary_log_position of gtid_executed
1381,102169,https://bugs.mysql.com/bug.php?id=102169,2021-01-07 09:42:00,2021-01-07 10:07:00,MySQL Server: DML,Verified(1720 days),S2,"8.0.18, 5.6.50, 5.7.32, 8.0.22",Any,Any,tinyint DIV a small value expression return wrong
1382,102160,https://bugs.mysql.com/bug.php?id=102160,2021-01-06 08:31:00,2021-01-06 09:01:00,MySQL Server: Optimizer,Verified(1721 days),S3,"8.0.22, 5.7.32",CentOS,Any,Simple SELECT query returns different results when an index exists or not
1383,102157,https://bugs.mysql.com/bug.php?id=102157,2021-01-06 03:36:00,2022-01-03 20:14:00,MySQL Server: Data Types,Closed(1359 days),S3,"8.0, all of them",Any (any modern OS),Any (any 64 bit),UNIX_TIMESTAMP() and FROM_UNIXTIME() should support unix timestamps
1384,102151,https://bugs.mysql.com/bug.php?id=102151,2021-01-05 13:28:00,2022-04-11 09:07:00,MySQL Server: DML,Closed(1499 days),S3,8.0,Linux,Any,select result is mismatch when use COALESCE and not.
1385,102150,https://bugs.mysql.com/bug.php?id=102150,2021-01-05 11:53:00,2021-01-06 08:16:00,MySQL Server: DML,Verified(1721 days),S5,MySQL 8.0.22,Any,Any,Performance of repeat() function need to be optimized
1386,102144,https://bugs.mysql.com/bug.php?id=102144,2021-01-05 04:25:00,2021-01-06 12:55:00,MySQL Server: Stored Routines,Closed(1721 days),S3,8.0.22,Ubuntu (Ubuntu 20.04.1 LTS),Any (Intel® Core™ i5-8300H CPU @ 2.30GHz × 8 ),Can't assign value to local variables in store procedure.
1387,102143,https://bugs.mysql.com/bug.php?id=102143,2021-01-05 03:06:00,2021-05-14 12:40:00,MySQL Server: InnoDB storage engine,Closed(1593 days),S5,8.0,Any,Any,workload stalls while running truncation with large buffer pool
1388,102137,https://bugs.mysql.com/bug.php?id=102137,2021-01-04 07:00:00,2021-01-26 14:29:00,MySQL Server,Closed(1701 days),S3,8.0.22,CentOS (7.9.2009),Any (x86),Clone donor's innodb_validate_tablespace_paths = OFF leads ER_TABLESPACE_MISSING
1389,102131,https://bugs.mysql.com/bug.php?id=102131,2021-01-03 08:02:00,2021-03-12 21:36:00,Connector / J,Closed(1656 days),S2,8.0.22,Any,Any,UpdatableResultSet NPE when using derived queries or views
1390,102115,https://bugs.mysql.com/bug.php?id=102115,2020-12-31 17:37:00,2021-02-12 18:57:00,MySQL Server: Performance Schema,Closed(1712 days),S3,8.0.20,Any,Any,Contribution by Facebook: Fix replica threads not showing in variables_by_thread
1391,102103,https://bugs.mysql.com/bug.php?id=102103,2020-12-31 16:30:00,2021-04-20 07:48:00,MySQL Server: Clone Plugin,Closed(1702 days),S3,8.0,Any,Any,Contribution: cloning: Wait for 15m instead of 5m before dropping snapshot
1392,102104,https://bugs.mysql.com/bug.php?id=102104,2020-12-31 16:30:00,2020-12-31 17:37:00,MySQL Server: InnoDB storage engine,Verified(1727 days),S3,8.0,Any,Any,Contribution: InnoDB: Include thread number in message about per thread fil ...
1393,102102,https://bugs.mysql.com/bug.php?id=102102,2020-12-31 14:22:00,2020-12-31 14:47:00,MySQL Workbench: SQL Editor,Verified(1727 days),S3,8.0.22,Windows (Microsoft Windows 10 Home),Any (Problem in UI),Lack of synchronization
1394,102101,https://bugs.mysql.com/bug.php?id=102101,2020-12-31 13:48:00,2021-01-11 19:40:00,MySQL Server: Optimizer,Closed(1716 days),S3,8.0.22,Any,x86,COUNT(*) returns null in nested query
1395,102100,https://bugs.mysql.com/bug.php?id=102100,2020-12-31 10:58:00,2024-06-07 18:20:00,MySQL Server: Replication,Verified(1727 days),S3,"5.7.31, 8.0.22, 5.7.32",Any,Any,DCL commands are not replicated witch certain replication filters
1396,102097,https://bugs.mysql.com/bug.php?id=102097,2020-12-31 08:51:00,2021-01-25 20:04:00,MySQL Server: Clone Plugin,Closed(1702 days),S3,"8.0.21, 8.0.22",Any,Any,Cloning fails with low wait_timeout
1397,102096,https://bugs.mysql.com/bug.php?id=102096,2020-12-31 07:27:00,2021-01-12 09:13:00,MySQL Server: Clone Plugin,Closed(1715 days),S2,"8.0.21, 8.0.22",Any,Any,clone plugin initialization fails due to sql_mode
1398,102090,https://bugs.mysql.com/bug.php?id=102090,2020-12-30 07:13:00,2020-12-30 09:35:00,MySQL Server: Partitions,Verified(1728 days),S3,MySQL8.0.22/5.7,Red Hat (rhel-7.4),x86 (intel x86-64),partitioned-table creation incorrectly checks timezone-dependent expressions
1399,102086,https://bugs.mysql.com/bug.php?id=102086,2020-12-29 12:06:00,2020-12-31 01:15:00,MySQL Server: DML,Verified(1727 days),S3,8.0.18,Red Hat (7.4),Any,the result of order by cast(field1 as char) is unexpect.
1400,102079,https://bugs.mysql.com/bug.php?id=102079,2020-12-28 18:49:00,2024-06-13 14:29:00,MySQL Server: Information schema,Verified(1729 days),S2,8.0.22,Any,Any,Handler_* counters are not incremented for parallel COUNT(*)
1401,102076,https://bugs.mysql.com/bug.php?id=102076,2020-12-27 16:32:00,2021-03-12 20:11:00,Connector / J,Closed(1656 days),S1,8.0.22,Any,Any,Contribution: MySQL JDBC Driver ResultSet.getLong() throws NumberOutOfRange
1402,102064,https://bugs.mysql.com/bug.php?id=102064,2020-12-23 22:26:00,2020-12-24 09:07:00,MySQL Server: InnoDB storage engine,Verified(1734 days),S3,,Any,Any,Contribution: innodb: dodump/dontdump support for FreeBSD.
1403,102052,https://bugs.mysql.com/bug.php?id=102052,2020-12-22 16:16:00,2021-11-29 17:17:00,MySQL Server: Security: Privileges,Closed(1394 days),S2,8.0,Any,Any,RACE CONDITION ON SECURITY_CONTEXT::M_USER
1404,102051,https://bugs.mysql.com/bug.php?id=102051,2020-12-22 14:56:00,2021-01-22 19:26:00,MySQL Server: Command-line Clients,Closed(1705 days),S3,8.0.22,Windows (10.0.19042),x86,mysql.exe silently crashed on WIndows 10 zipped archive
1405,102044,https://bugs.mysql.com/bug.php?id=102044,2020-12-21 22:44:00,2021-08-23 15:14:00,MySQL Server: InnoDB storage engine,Closed(1554 days),S3,8.0.17,Any,Any,Contribution by Facebook: Make InnoDB FSEG_FILLFACTOR dynamic
1406,102037,https://bugs.mysql.com/bug.php?id=102037,2020-12-20 22:23:00,2022-06-30 11:55:00,MySQL Server: Optimizer,Closed(1182 days),S5,8.0,Any,Any,CPU overhead from inlists much larger in 8.0.22
1407,102032,https://bugs.mysql.com/bug.php?id=102032,2020-12-19 12:25:00,2020-12-20 15:09:00,MySQL Workbench: Migration,Verified(1738 days),S3,8.0.22,Linux (Ubuntu 20.10 x86_64),x86,Hidden parts in migration wizard
1408,102031,https://bugs.mysql.com/bug.php?id=102031,2020-12-19 05:23:00,2021-06-03 18:39:00,MySQL Server: Prepared statements,Closed(1573 days),S3,"5.6, 5.7, 8.0",Any,Any,reprepare at the beginning of an implicit trans will cause 1837 error
1409,102025,https://bugs.mysql.com/bug.php?id=102025,2020-12-18 07:33:00,2021-10-25 23:38:00,MySQL Server: Optimizer,Closed(1429 days),S2,"8.0.22, 5.7.32",Any,Any,"Wrong result when use ""select all"""
1410,102024,https://bugs.mysql.com/bug.php?id=102024,2020-12-17 19:20:00,2020-12-17 20:57:00,MySQL Workbench,Verified(1741 days),S3,,Any,Any,Contribution: Correct corrupted foreign key 11x11 icon
1411,102010,https://bugs.mysql.com/bug.php?id=102010,2020-12-16 11:25:00,2021-04-20 07:47:00,MySQL Server: InnoDB storage engine,Closed(1700 days),S5,8.0,Any,Any,No need to parse log twice in recv_multi_rec
1412,102009,https://bugs.mysql.com/bug.php?id=102009,2020-12-16 11:16:00,2020-12-16 14:45:00,MySQL Server: Information schema,Verified(1742 days),S3,5.7,Any,Any,INNODB_SYS_TABLESPACES doesn't show InnoDB system tablespace data (for SPACE 0)
1413,102005,https://bugs.mysql.com/bug.php?id=102005,2020-12-16 06:50:00,2020-12-16 07:51:00,MySQL Server: Options,Verified(1742 days),S3,"8.0.22, 5.7, 5.7.32",Any,Any,Session tracker not reset itself when error affect next statement
1414,101994,https://bugs.mysql.com/bug.php?id=101994,2020-12-15 08:27:00,2021-01-04 14:10:00,MySQL Server: DDL,Closed(1723 days),S3,"8.0, 8.0.22",Linux,Any,"Failed to create function index, column name is uppercase character"
1415,101991,https://bugs.mysql.com/bug.php?id=101991,2020-12-14 23:09:00,2020-12-15 01:00:00,MySQL for Windows: Installer,Verified(1743 days),S3,,Windows (Win 10 Pro),Any,Notifier: Check for community updates
1416,101984,https://bugs.mysql.com/bug.php?id=101984,2020-12-13 14:28:00,2020-12-14 07:04:00,MySQL Server: Partitions,Verified(1744 days),S3,"8.0.22, 5.7.32",CentOS,x86,partition by key distribute unbalance when PARTITIONS is even and some COLLATE
1417,101983,https://bugs.mysql.com/bug.php?id=101983,2020-12-13 03:01:00,2020-12-13 16:27:00,MySQL Workbench,Verified(1745 days),S3,8.0.22,Windows,Any,failed to import 226MB  json file using mysql workbanch
1418,101980,https://bugs.mysql.com/bug.php?id=101980,2020-12-12 09:14:00,2021-01-13 07:58:00,Shell General / Core Client,Closed(1714 days),S3,8.0.22,Ubuntu (xenial),x86,mysql-shell shows warning Found errors loading plugins on Ubuntu Xenial
1419,101978,https://bugs.mysql.com/bug.php?id=101978,2020-12-11 20:19:00,2021-04-20 18:09:00,MySQL Server: Replication,Closed(1617 days),S1,8.0.22,CentOS (7.9.2009),x86 ( Intel(R) Xeon(R) CPU E5-2630 v2 @ 2.60GHz),Generated columns (virtual & stored) do not update on replica
1420,101976,https://bugs.mysql.com/bug.php?id=101976,2020-12-11 16:30:00,2020-12-11 18:21:00,MySQL Server: DDL,Verified(1747 days),S3,"5.7.31, 8.0.22",Any,Any,generated columns inconsistently permit integer overflow
1421,101971,https://bugs.mysql.com/bug.php?id=101971,2020-12-11 03:59:00,2020-12-15 07:52:00,MySQL Server: Command-line Clients,Verified(1747 days),S3,"8.0.22, 5.7.32",Any,Any,The net_length_size function Session tracker used have bug crash client
1422,101970,https://bugs.mysql.com/bug.php?id=101970,2020-12-11 03:24:00,2021-10-02 19:32:00,Shell General / Core Client,Closed(1452 days),S3,8.0.22,Windows,Any,MySQL Shell 8.0.22 loadDump fails for views using functions
1423,101969,https://bugs.mysql.com/bug.php?id=101969,2020-12-11 01:46:00,2021-01-07 14:03:00,MySQL Server: Packaging,Closed(1745 days),S3,8.0.22,Any,Any,mysql-8.0.22-linux-glibc2.12-x86_64.tar.xz changes directory permission
1424,101968,https://bugs.mysql.com/bug.php?id=101968,2020-12-11 01:09:00,2020-12-17 22:32:00,Shell General / Core Client,Verified(1741 days),S1,8.0.22,Windows,Any,MySQL Shell 8.0.22 crashes every time when loading a dump into MySQL 5.7.27
1425,101967,https://bugs.mysql.com/bug.php?id=101967,2020-12-10 23:14:00,2021-12-22 03:27:00,MySQL Workbench: Modeling,Verified(1747 days),S2,8.0.22,Windows (10 v2004),x86,"""Synchronize with Any Source"" produces malformed COMMENT statements"
1426,101966,https://bugs.mysql.com/bug.php?id=101966,2020-12-10 23:02:00,2022-02-16 14:21:00,MySQL Workbench,Verified(1744 days),S1,8.0.22,Windows (10 v2004),x86,"Manual ""Table Mapping"" does not work in ""Synchronize Model"" function"
1427,101964,https://bugs.mysql.com/bug.php?id=101964,2020-12-10 19:57:00,2020-12-11 08:24:00,MySQL Server: Replication,Verified(1747 days),S3,"5.7.32, 8.0.22",Any,Any,relay_log_space_limit + stopped sql_thread will stop fetching logs silently
1428,101955,https://bugs.mysql.com/bug.php?id=101955,2020-12-10 13:51:00,2020-12-31 12:11:00,MySQL Server: Replication,Verified(1748 days),S3,5.7.32,Any,Any,"""heartbeat is not compatible with local info"" error message has garbled text"
1429,101948,https://bugs.mysql.com/bug.php?id=101948,2020-12-10 08:00:00,2020-12-31 12:11:00,MySQL Server: Replication,Verified(1727 days),S3,"5.7.29, 5.7.32",Any,Any,heartbeat is not compatible with local info
1430,101945,https://bugs.mysql.com/bug.php?id=101945,2020-12-09 22:03:00,2020-12-10 05:02:00,MySQL Server: JSON,Verified(1748 days),S3,"5.7.31, 8.0.22",Any,Any,JSON Unsigned Integer out of range for Unsigned Bigint column
1431,101944,https://bugs.mysql.com/bug.php?id=101944,2020-12-09 21:50:00,2021-02-19 16:34:00,MySQL Server: Data Dictionary,Closed(1677 days),S2,8.0.22,Any,Any,Upgrade to MySQL Server 8.0 from 5.6 fails with 'point' columns
1432,101928,https://bugs.mysql.com/bug.php?id=101928,2020-12-09 11:34:00,2021-04-09 19:07:00,Connector for Node.js,Closed(1628 days),S3,8.0.22,Any,Any,ECONNREFUSED doesn't release connection back to pool
1433,101923,https://bugs.mysql.com/bug.php?id=101923,2020-12-09 08:54:00,2022-08-31 16:36:00,Shell General / Core Client,Closed(1119 days),S3,8.0.22,Any,Any,Compiling without Python support fails
1434,101914,https://bugs.mysql.com/bug.php?id=101914,2020-12-08 15:42:00,2021-04-28 13:41:00,MySQL Server: Document Store: MySQL Shell,Closed(1671 days),S3,,Any,Any,Contribution: Add support for VERIFY_CA and VERIFY_IDENTITY SslMode\'s
1435,101913,https://bugs.mysql.com/bug.php?id=101913,2020-12-08 15:42:00,2020-12-09 07:27:00,MySQL Server: Document Store: MySQL Shell,Verified(1750 days),S3,8.0,Any,Any,Contribution: Fix compilation with Python 3.9
1436,101905,https://bugs.mysql.com/bug.php?id=101905,2020-12-08 11:02:00,2022-11-30 09:07:00,Shell General / Core Client,Closed(1028 days),S3,8.0.22,Any,Any,mysql-shell requires extra steps when compiling in December
1437,101900,https://bugs.mysql.com/bug.php?id=101900,2020-12-08 03:21:00,2025-01-29 10:09:00,MySQL Server: InnoDB storage engine,Verified(1750 days),S2,8.0.21,Linux (7.6),Any,Add partition is  slow
1438,101891,https://bugs.mysql.com/bug.php?id=101891,2020-12-07 12:33:00,2021-07-23 04:16:00,MySQL Server: Optimizer,Closed(1673 days),S3,8.0.22,Oracle Linux (6.0.20 64 bit),x86,"ERROR 1267 (HY000): Illegal mix of collations (ascii_general_ci,IMPLICIT)"
1439,101881,https://bugs.mysql.com/bug.php?id=101881,2020-12-06 14:29:00,2020-12-06 19:55:00,MySQL Server: DML,Verified(1752 days),S2,8.0.22,Any (Tested on Win 10 and Linux),x86,setting global user variable from GROUP_CONCAT in stored procedure wrong result
1440,101862,https://bugs.mysql.com/bug.php?id=101862,2020-12-04 01:31:00,2020-12-10 13:32:00,MySQL Server: DML,Verified(1754 days),S3,8.0,Any,Any,"insert into t1 values (),(); failed when binlog_row_image=minimal"
1441,101861,https://bugs.mysql.com/bug.php?id=101861,2020-12-03 20:28:00,2021-01-28 15:04:00,MySQL Server: JSON,Closed(1699 days),S3,8.0,Any,Any,Putting a missing row into JSON_OBJECT causes JSON_EXTRACT to fail
1442,101838,https://bugs.mysql.com/bug.php?id=101838,2020-12-02 19:17:00,2021-07-21 11:34:00,MySQL Server: Optimizer,Closed(1526 days),S2,8.0,Any,Any,Adding GROUP BY slows down a query.
1443,101828,https://bugs.mysql.com/bug.php?id=101828,2020-12-02 02:37:00,2025-04-23 02:30:00,MySQL Server: Replication,Closed(153 days),S2,8.0.42,Any,Any,Hash scan incorrectly applied the log resulting in HA_ERR_END_OF_FILE
1444,101827,https://bugs.mysql.com/bug.php?id=101827,2020-12-02 02:03:00,2020-12-03 13:55:00,MySQL Server: DDL,Verified(1756 days),S3,5.7,CentOS,Any,DDL log entry may free twice and break the free list
1445,101820,https://bugs.mysql.com/bug.php?id=101820,2020-12-01 15:23:00,2021-09-10 09:14:00,MySQL Server: DML,Verified(1756 days),S3,"56, 5.7, 5.6.50, 5.7.32",Any,Any,UUID() wrong evaluation.
1446,101818,https://bugs.mysql.com/bug.php?id=101818,2020-12-01 13:59:00,2021-02-17 11:22:00,MySQL Server: Data Dictionary,Closed(1679 days),S2,"8.0.20, 8.0.22",Linux,x86,Huge memory usage while upgrading data dictionary with millions of tables
1447,101809,https://bugs.mysql.com/bug.php?id=101809,2020-12-01 02:11:00,2020-12-08 15:38:00,MySQL Server: DDL,Closed(1750 days),S3,"5.7, 5.7.32",Any,Any,"""DROP TRIGGER IF EXISTS” in concurrent sessions leads to an error"
1448,101806,https://bugs.mysql.com/bug.php?id=101806,2020-11-30 16:38:00,2021-11-05 19:05:00,MySQL Server: Prepared statements,Closed(1418 days),S3,8.0.22,Any,Any,MySQL tries to parse string-bound float as integer and returns wrong error
1449,101803,https://bugs.mysql.com/bug.php?id=101803,2020-11-30 14:13:00,2024-05-17 09:12:00,MySQL Workbench,Verified(1756 days),S5,"8.0.21, 8.0.36",Windows,x86,MySQL Workbench Table Data Import Wizard is still extremely slow
1450,101801,https://bugs.mysql.com/bug.php?id=101801,2020-11-30 12:34:00,2020-11-30 14:58:00,MySQL Server: Command-line Clients,Verified(1758 days),S2,8.0.22,CentOS,Any,Client parses results of long long type as bit type and displays wrong results
1451,101799,https://bugs.mysql.com/bug.php?id=101799,2020-11-30 10:43:00,2021-06-04 09:26:00,MySQL Server: Logging,Verified(1751 days),S5,mysql 5.7.32,CentOS (7.8),Any (AMD 7702),"Sysbench Benchmark (Point Selects) TPS/QPS was 50M,less than expected100M"
1452,101797,https://bugs.mysql.com/bug.php?id=101797,2020-11-30 09:17:00,2020-12-01 09:17:00,MySQL Server: DML,Verified(1757 days),S3,5.6,Any,Any,create as select skip sql_mode check for datetime default value
1453,101796,https://bugs.mysql.com/bug.php?id=101796,2020-11-30 08:52:00,2020-11-30 08:59:00,MySQL Server: Optimizer,Verified(1758 days),S2,"5.6.34, 5.6.50, 5.7.32",Any,Any,Incorrect query result for index_subquery type IN subquery
